學年度,設立別,學校類別,學校統計處代碼,學校名稱,教師類別,編制外專任教師支給數額情形-教授-平均支給數額,編制外專任教師支給數額情形-教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-副教授-平均支給數額,編制外專任教師支給數額情形-副教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-助理教授-平均支給數額,編制外專任教師支給數額情形-助理教授-與公立學校支給數額相較之比率(%),編制外專任教師支給數額情形-講師-平均支給數額,編制外專任教師支給數額情形-講師-與公立學校支給數額相較之比率(%)
110,私立,技專校院,1080,宏國學校財團法人宏國德霖科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1081,東方學校財團法人東方設計大學,專案教學人員,無,無,無,無,無,無,"40,187",69.12
110,私立,技專校院,1081,東方學校財團法人東方設計大學,專業技術人員,無,無,無,無,"41,927",59.23,"40,187",69.12
110,私立,技專校院,1081,東方學校財團法人東方設計大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專案教學人員,無,無,無,無,"67,623",95.54,"55,589",95.62
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專業技術人員,"88,320",88.17,"73,187",90.72,"66,423",93.84,"52,366",90.07
110,私立,技專校院,1082,崇右學校財團法人崇右影藝科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專案教學人員,無,無,"82,613",100,"71,299",100,"51,500",88.58
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專業技術人員,無,無,"67,980",84.26,"61,947",87.52,"57,638",99.14
110,私立,技專校院,1083,台北海洋學校財團法人台北海洋科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,專案教學人員,無,無,無,無,"75,697",100,無,無
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,專業技術人員,無,無,無,無,"75,925",100,"58,135",100
110,私立,技專校院,1084,亞東學校財團法人亞東科技大學,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,專案教學人員,"111,058",100,"81,700",100,"58,097",82.08,"41,354",71.14
110,私立,一般大學,1125,中信學校財團法人中信金融管理學院,專業技術人員,無,無,"37,355",46.31,"54,668",77.24,"62,250",100
110,私立,技專校院,1148,大漢技術學院,專案教學人員,無,無,"68,923",85.43,"67,320",95.11,無,無
110,私立,技專校院,1148,大漢技術學院,專業技術人員,無,無,無,無,無,無,"43,768",75.28
110,私立,技專校院,1148,大漢技術學院,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1159,和春技術學院,專案教學人員,"100,703",100,"73,875",91.57,"30,325",42.84,"38,287",65.85
110,私立,技專校院,1159,和春技術學院,專業技術人員,無,無,"47,413",58.77,無,無,"38,040",65.43
110,私立,技專校院,1159,和春技術學院,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專案教學人員,"110,270",100,"94,165",100,"69,000",97.48,"57,344",98.63
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專業技術人員,"94,985",94.82,無,無,"70,030",98.94,"56,595",97.35
110,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1182,蘭陽技術學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1182,蘭陽技術學院,專業技術人員,無,無,"76,675",95.04,"69,000",97.48,無,無
110,私立,技專校院,1182,蘭陽技術學院,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1183,黎明技術學院,專案教學人員,無,無,"82,006",100,無,無,"59,038",100
110,私立,技專校院,1183,黎明技術學院,專業技術人員,無,無,"82,265",100,"71,087",100,"57,355",98.65
110,私立,技專校院,1183,黎明技術學院,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1185,經國管理暨健康學院,專案教學人員,"131,380",100,無,無,"71,810",100,"62,500",100
110,私立,技專校院,1185,經國管理暨健康學院,專業技術人員,無,無,無,無,"71,938",100,"63,530",100
110,私立,技專校院,1185,經國管理暨健康學院,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1188,大同技術學院,專案教學人員,無,無,無,無,"43,222",61.06,"35,554",61.57
110,私立,技專校院,1188,大同技術學院,專業技術人員,無,無,無,無,"42,192",59.61,"35,554",61.15
110,私立,技專校院,1188,大同技術學院,專業技術教師,無,無,無,無,無,無,無,無
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,專案教學人員,無,無,"93,804",100,"80,725",100,無,無
110,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,專業技術人員,無,無,無,無,無,無,無,無
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,專案教學人員,無,無,"99,535",100,"72,840",100,無,無
110,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"59,507",100
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,專業技術教師,無,無,"80,670",100,無,無,"58,650",100
110,私立,技專校院,1283,仁德醫護管理專科學校,專案教學人員,無,無,無,無,"72,153",100,"58,135",100
110,私立,技專校院,1283,仁德醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1283,仁德醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"58,135",100
110,私立,技專校院,1284,樹人醫護管理專科學校,專案教學人員,無,無,無,無,"70,910",100,"54,914",94.46
110,私立,技專校院,1284,樹人醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1284,樹人醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1285,慈惠醫護管理專科學校,專案教學人員,無,無,無,無,無,無,"57,355",98.65
110,私立,技專校院,1285,慈惠醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1285,慈惠醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"57,355",98.65
110,私立,技專校院,1286,耕莘健康管理專科學校,專案教學人員,無,無,無,無,"71,810",100,"59,545",100
110,私立,技專校院,1286,耕莘健康管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1286,耕莘健康管理專科學校,專業技術教師,無,無,無,無,無,無,"58,135",100
110,私立,技專校院,1287,敏惠醫護管理專科學校,專案教學人員,無,無,無,無,"70,910",100,"57,355",98.65
110,私立,技專校院,1287,敏惠醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1287,敏惠醫護管理專科學校,專業技術教師,無,無,無,無,無,無,"57,355",98.65
110,私立,技專校院,1289,育英醫護管理專科學校,專案教學人員,無,無,無,無,"55,845",78.89,"46,155",79.39
110,私立,技專校院,1289,育英醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1289,育英醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1291,聖母醫護管理專科學校,專案教學人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1291,聖母醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1291,聖母醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1292,新生醫護管理專科學校,專案教學人員,無,無,無,無,"71,060",100,"52,745",90.72
110,私立,技專校院,1292,新生醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1292,新生醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
110,私立,技專校院,1293,崇仁醫護管理專科學校,專案教學人員,無,無,無,無,"70,210",99.19,"50,747",87.29
110,私立,技專校院,1293,崇仁醫護管理專科學校,專業技術人員,無,無,無,無,無,無,無,無
110,私立,技專校院,1293,崇仁醫護管理專科學校,專業技術教師,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,專業技術人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R03,臺北基督學院,專案教學人員,無,無,無,無,"76,640",100,無,無
110,私立,宗教研修學院,1R03,臺北基督學院,專業技術人員,無,無,無,無,"64,980",91.81,無,無
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,專業技術人員,無,無,無,無,"71,940",100,無,無
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,專業技術人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R06,一貫道崇德學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R06,一貫道崇德學院,專業技術人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,專業技術人員,無,無,"78,470",97.27,無,無,無,無
110,私立,宗教研修學院,1R08,中華福音神學研究學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R08,中華福音神學研究學院,專業技術人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R09,唯心聖教學院,專案教學人員,無,無,無,無,無,無,無,無
110,私立,宗教研修學院,1R09,唯心聖教學院,專業技術人員,無,無,無,無,無,無,無,無
110,公立,一般大學,3002,臺北市立大學,專案教學人員,無,無,無,無,無,無,無,無
110,公立,一般大學,3002,臺北市立大學,專業技術人員,無,無,無,無,無,無,無,無
