學年,入學方式,學籍系所名稱,畢業學校代碼,畢業學校,rank,人數
101,申請入學,食品科學系,173304,市立中山高中,1,1
101,申請入學,食品科學系,183313,市立建功高中,1,1
101,申請入學,食品科學系,200302,國立嘉義女中,1,1
101,申請入學,食品科學系,380301,國立政大附中,1,1
101,申請入學,食品科學系,383302,市立萬芳高中,1,1
101,申請入學,體育與健康休閒學系,091316,私立揚子高中,1,1
101,申請入學,體育與健康休閒學系,110317,國立新化高中,1,1
101,繁星推薦,中國文學系,041305,私立忠信高中,1,1
101,繁星推薦,中國文學系,064308,市立后綜高中,1,1
101,繁星推薦,中國文學系,094301,縣立斗南高中,1,1
101,繁星推薦,中國文學系,211301,私立長榮高中,1,1
101,繁星推薦,企業管理學系,013402,市立瑞芳高工,1,1
101,繁星推薦,企業管理學系,014357,市立三民高中,1,1
101,繁星推薦,企業管理學系,031320,桃園市新興高中,1,1
101,繁星推薦,企業管理學系,064328,市立新社高中,1,1
101,繁星推薦,企業管理學系,064336,市立長億高中,1,1
101,繁星推薦,企業管理學系,110302,國立新豐高中,1,1
101,繁星推薦,企業管理學系,110311,國立北門高中,1,1
101,繁星推薦,企業管理學系,110315,國立善化高中,1,1
101,繁星推薦,企業管理學系,173304,市立中山高中,1,1
101,繁星推薦,企業管理學系,523301,市立鼓山高中,1,1
101,繁星推薦,動物科學系,030316,國立楊梅高中,1,1
101,繁星推薦,動物科學系,031309,桃園市育達高中,1,1
101,繁星推薦,動物科學系,124322,市立路竹高中,1,1
101,繁星推薦,動物科學系,321399,私立協和祐德高中,1,1
101,繁星推薦,動物科學系,411301,私立泰北高中,1,1
101,繁星推薦,園藝學系,041303,私立義民高中,1,1
101,繁星推薦,園藝學系,111326,私立新榮高中,1,1
101,繁星推薦,園藝學系,114306,市立大灣高中,1,1
101,繁星推薦,園藝學系,181307,私立磐石高中,1,1
101,繁星推薦,園藝學系,201312,私立輔仁高中,1,1
101,繁星推薦,土木與水資源工程學系,031317,私立光啟高中,1,1
101,繁星推薦,土木與水資源工程學系,050303,國立苗栗高中,1,1
101,繁星推薦,土木與水資源工程學系,071318,財團法人正德高中,1,1
101,繁星推薦,土木與水資源工程學系,121307,財團法人普門中學,1,1
101,繁星推薦,土木與水資源工程學系,201310,私立嘉華高中,1,1
101,繁星推薦,土木與水資源工程學系,401301,私立文德女中,1,1
101,繁星推薦,土木與水資源工程學系,543302,市立楠梓高中,1,1
101,繁星推薦,土木與水資源工程學系,551301,私立立志高中,1,1
101,繁星推薦,外國語言學系,030325,桃園市市立陽明高中,1,1
101,繁星推薦,外國語言學系,034347,市立永豐高中,1,1
101,繁星推薦,外國語言學系,061313,私立明道高中,1,1
101,繁星推薦,外國語言學系,111320,私立港明高中,1,1
101,繁星推薦,外國語言學系,124340,市立福誠高中,1,1
101,繁星推薦,外國語言學系,173306,市立安樂高中,1,1
101,繁星推薦,外國語言學系,173307,市立暖暖高中,1,1
101,繁星推薦,外國語言學系,213303,市立南寧高中,1,1
101,繁星推薦,外國語言學系,540301,國立中山大學附屬國光高中,1,1
101,繁星推薦,外國語言學系,H10305,中壢高中,1,1
101,繁星推薦,幼兒教育學系,064324,市立大里高中,1,1
101,繁星推薦,幼兒教育學系,100302,國立新港藝術高中,1,1
101,繁星推薦,幼兒教育學系,191309,私立明德高中,1,1
101,繁星推薦,幼兒教育學系,413301,臺北市市立陽明高中,1,1
101,繁星推薦,微生物免疫與生物藥學系,013339,市立林口高中,1,1
101,繁星推薦,微生物免疫與生物藥學系,014322,市立樹林高中,1,1
101,繁星推薦,微生物免疫與生物藥學系,014326,市立明德高中,1,1
101,繁星推薦,微生物免疫與生物藥學系,034319,市立平鎮高中,1,1
101,繁星推薦,微生物免疫與生物藥學系,091316,私立揚子高中,1,1
101,繁星推薦,應用化學系,034314,市立壽山高中,1,2
101,繁星推薦,應用化學系,061315,私立華盛頓高中,2,1
101,繁星推薦,應用化學系,110317,國立新化高中,2,1
101,繁星推薦,應用化學系,210303,國立臺南二中,2,1
101,繁星推薦,應用數學系,054317,縣立興華高中,1,1
101,繁星推薦,應用數學系,061318,私立立人高中,1,1
101,繁星推薦,應用數學系,110312,國立新營高中,1,1
101,繁星推薦,應用數學系,130305,國立屏東高中,1,1
101,繁星推薦,應用數學系,213303,市立南寧高中,1,1
101,繁星推薦,應用歷史學系,010301,國立華僑高級中等學校,1,1
101,繁星推薦,應用歷史學系,130302,國立屏東女中,1,1
101,繁星推薦,應用歷史學系,193303,市立忠明高中,1,1
101,繁星推薦,應用歷史學系,211315,私立瀛海高中,1,1
101,繁星推薦,應用歷史學系,211320,財團法人慈濟高中,1,1
101,繁星推薦,應用歷史學系,593301,市立前鎮高中,1,1
101,繁星推薦,應用經濟學系,063305,市立清水高中,1,1
101,繁星推薦,應用經濟學系,110317,國立新化高中,1,1
101,繁星推薦,應用經濟學系,120304,國立岡山高中,1,1
101,繁星推薦,應用經濟學系,191305,私立新民高中,1,1
101,繁星推薦,應用經濟學系,613301,市立小港高中,1,1
101,繁星推薦,教育學系,070F01,國立和美實驗學校,1,1
101,繁星推薦,教育學系,034312,市立大溪高中,1,1
101,繁星推薦,教育學系,061306,私立明台高中,1,1
101,繁星推薦,教育學系,091311,私立文生高中,1,1
101,繁星推薦,教育學系,201304,私立興華高中,1,1
101,繁星推薦,教育學系,393302,市立育成高中,1,1
101,繁星推薦,數位學習設計與管理學系,061318,私立立人高中,1,1
101,繁星推薦,數位學習設計與管理學系,173304,市立中山高中,1,1
101,繁星推薦,數位學習設計與管理學系,373301,市立華江高中,1,1
101,繁星推薦,數位學習設計與管理學系,403303,市立南湖高中,1,1
101,繁星推薦,景觀學系,021301,私立慧燈高中,1,1
101,繁星推薦,景觀學系,070316,國立鹿港高中,1,1
101,繁星推薦,景觀學系,111323,私立黎明高中,1,1
101,繁星推薦,景觀學系,140302,國立臺東女中,1,1
101,繁星推薦,景觀學系,193316,市立惠文高中,1,1
101,繁星推薦,木質材料與設計學系,014348,市立石碇高中,1,1
101,繁星推薦,木質材料與設計學系,061318,私立立人高中,1,1
101,繁星推薦,木質材料與設計學系,110317,國立新化高中,1,1
101,繁星推薦,木質材料與設計學系,173304,市立中山高中,1,1
101,繁星推薦,木質材料與設計學系,323302,市立永春高中,1,1
101,繁星推薦,森林暨自然資源學系,150303,國立花蓮高中,1,1
101,繁星推薦,森林暨自然資源學系,383301,市立景美女中,1,1
101,繁星推薦,機械與能源工程學系,011309,財團法人南山高中,1,1
101,繁星推薦,機械與能源工程學系,021310,私立中道高中,1,1
101,繁星推薦,機械與能源工程學系,061317,私立弘文高中,1,1
101,繁星推薦,機械與能源工程學系,064336,市立長億高中,1,1
101,繁星推薦,機械與能源工程學系,114306,市立大灣高中,1,1
101,繁星推薦,水生生物科學系,061314,私立僑泰高中,1,1
101,繁星推薦,水生生物科學系,200405,國立嘉義高工,1,1
101,繁星推薦,水生生物科學系,341302,私立大同高中,1,1
101,繁星推薦,水生生物科學系,383302,市立萬芳高中,1,1
101,繁星推薦,特殊教育學系,111313,私立南光高中,1,1
101,繁星推薦,特殊教育學系,124340,市立福誠高中,1,1
101,繁星推薦,特殊教育學系,200303,國立嘉義高中,1,1
101,繁星推薦,特殊教育學系,211302,私立長榮女中,1,1
101,繁星推薦,獸醫學系,013335,市立新店高中,1,1
101,繁星推薦,獸醫學系,020403,國立宜蘭高商,1,1
101,繁星推薦,獸醫學系,040302,國立竹東高中,1,1
101,繁星推薦,獸醫學系,130306,國立潮州高中,1,1
101,繁星推薦,獸醫學系,151306,私立海星高中,1,1
101,繁星推薦,獸醫學系,170301,國立基隆女中,1,1
101,繁星推薦,獸醫學系,180404,國立新竹高工,1,1
101,繁星推薦,獸醫學系,533302,市立新莊高中,1,1
101,繁星推薦,獸醫學系,581301,私立復華高中,1,1
101,繁星推薦,獸醫學系,583301,市立中正高中,1,1
101,繁星推薦,生化科技學系,014332,市立秀峰高中,1,1
101,繁星推薦,生化科技學系,031312,桃園市治平高中,1,1
101,繁星推薦,生化科技學系,191301,私立東大附中,1,1
101,繁星推薦,生化科技學系,581302,天主教道明中學,1,1
101,繁星推薦,生化科技學系,613301,市立小港高中,1,1
101,繁星推薦,生物事業管理學系,080307,國立竹山高中,1,1
101,繁星推薦,生物事業管理學系,120311,國立旗美高中,1,1
101,繁星推薦,生物事業管理學系,130322,國立屏北高中,1,1
101,繁星推薦,生物事業管理學系,130417,國立恆春工商,1,1
101,繁星推薦,生物事業管理學系,563401,市立高雄高商,1,1
101,繁星推薦,生物機電工程學系,801M01,東莞臺商子弟學校,1,1
101,繁星推薦,生物機電工程學系,014343,市立安康高中,1,1
101,繁星推薦,生物機電工程學系,034306,市立南崁高中,1,1
101,繁星推薦,生物機電工程學系,111321,臺南市興國高中,1,1
101,繁星推薦,生物資源學系,011324,私立竹林高中,1,1
101,繁星推薦,生物資源學系,050314,國立卓蘭高中,1,1
101,繁星推薦,生物資源學系,061317,私立弘文高中,1,1
101,繁星推薦,生物資源學系,134304,縣立大同高中,1,1
101,繁星推薦,生物資源學系,201313,私立宏仁女中,1,1
101,繁星推薦,生物農業科技學系,011311,私立聖心女中,1,1
101,繁星推薦,生物農業科技學系,074308,縣立彰化藝術高中,1,1
101,繁星推薦,生物農業科技學系,081311,私立五育高中,1,1
101,繁星推薦,生物農業科技學系,100301,國立東石高中,1,1
101,繁星推薦,生物農業科技學系,361301,私立靜修高中,1,1
101,繁星推薦,生物農業科技學系,381305,私立景文高中,1,1
101,繁星推薦,行銷與觀光管理學系,011301,私立淡江高中,1,1
101,繁星推薦,行銷與觀光管理學系,014311,市立三重高中,1,1
101,繁星推薦,行銷與觀光管理學系,070401,國立彰師附工,1,1
101,繁星推薦,行銷與觀光管理學系,080302,國立南投高中,1,1
101,繁星推薦,行銷與觀光管理學系,111322,私立明達高中,1,1
101,繁星推薦,行銷與觀光管理學系,130302,國立屏東女中,1,1
101,繁星推薦,行銷與觀光管理學系,183306,市立成德高中,1,1
101,繁星推薦,行銷與觀光管理學系,213316,市立土城高中,1,1
101,繁星推薦,財務金融學系,070319,國立溪湖高中,1,1
101,繁星推薦,財務金融學系,091308,私立正心高中,1,1
101,繁星推薦,財務金融學系,193315,市立東山高中,1,1
101,繁星推薦,財務金融學系,553302,市立三民高中,1,1
101,繁星推薦,資訊工程學系,090306,國立北港高中,1,1
101,繁星推薦,資訊工程學系,131308,私立陸興高中,1,1
101,繁星推薦,資訊工程學系,170302,國立基隆高中,1,1
101,繁星推薦,資訊工程學系,183307,市立香山高中,1,1
101,繁星推薦,資訊工程學系,211315,私立瀛海高中,1,1
101,繁星推薦,資訊管理學系,011310,財團法人恆毅高中,1,1
101,繁星推薦,資訊管理學系,064342,市立中港高中,1,1
101,繁星推薦,資訊管理學系,110308,國立臺南大學附中,1,1
101,繁星推薦,資訊管理學系,110407,國立玉井工商,1,1
101,繁星推薦,資訊管理學系,593401,市立中正高工,1,1
101,繁星推薦,輔導與諮商學系,050315,國立苑裡高中,1,1
101,繁星推薦,輔導與諮商學系,063312,市立豐原高中,1,1
101,繁星推薦,輔導與諮商學系,080305,國立中興高中,1,1
101,繁星推薦,輔導與諮商學系,114307,市立永仁高中,1,1
101,繁星推薦,輔導與諮商學系,423301,市立復興高中,1,1
101,繁星推薦,農藝學系,052310,竹南高中,1,1
101,繁星推薦,農藝學系,054317,縣立興華高中,1,1
101,繁星推薦,農藝學系,200401,國立華南高商,1,1
101,繁星推薦,農藝學系,331302,私立金甌女中,1,1
101,繁星推薦,農藝學系,401302,私立方濟中學,1,1
101,繁星推薦,電子物理學系,061301,財團法人常春藤高中,1,1
101,繁星推薦,電子物理學系,081311,私立五育高中,1,1
101,繁星推薦,電子物理學系,124302,市立文山高中,1,1
101,繁星推薦,電子物理學系,124340,市立福誠高中,1,1
101,繁星推薦,電機工程學系,010301,國立華僑高級中等學校,1,1
101,繁星推薦,電機工程學系,031313,桃園市振聲高中,1,1
101,繁星推薦,電機工程學系,120304,國立岡山高中,1,1
101,繁星推薦,電機工程學系,130305,國立屏東高中,1,1
101,繁星推薦,電機工程學系,533402,市立三民家商,1,1
101,繁星推薦,食品科學系,013303,市立泰山高中,1,1
101,繁星推薦,食品科學系,063303,市立大甲高中,1,1
101,繁星推薦,食品科學系,070406,國立彰化高商,1,1
101,繁星推薦,食品科學系,074313,縣立二林高中,1,1
101,繁星推薦,食品科學系,124311,市立林園高中,1,1
101,聯合分發,中國文學系,200302,國立嘉義女中,1,4
101,聯合分發,中國文學系,070307,國立彰化高中,2,3
101,聯合分發,中國文學系,063312,市立豐原高中,3,2
101,聯合分發,中國文學系,120304,國立岡山高中,3,2
101,聯合分發,中國文學系,120319,國立鳳新高中,3,2
101,聯合分發,中國文學系,200303,國立嘉義高中,3,2
